"No.","Time","Source","Destination","Protocol","Length","Info"
"1764","19.133345","10.18.110.249","239.255.255.250","UDP","666","57940  >  3702 Len=624"
"1765","19.147462","10.18.110.71","10.18.110.249","TCP","1514","7678  >  57787 [ACK] Seq=1 Ack=195 Win=30336 Len=1460 [TCP segment of a reassembled PDU]"
"1766","19.147462","10.18.110.71","10.18.110.249","HTTP/XML","267","HTTP/1.1 200 OK "
"1767","19.147462","10.18.110.71","10.18.110.249","TCP","1514","9197  >  57786 [ACK] Seq=1 Ack=189 Win=30336 Len=1460 [TCP segment of a reassembled PDU]"
"1768","19.147462","10.18.110.71","10.18.110.249","TCP","1514","9197  >  57786 [ACK] Seq=1461 Ack=189 Win=30336 Len=1460 [TCP segment of a reassembled PDU]"
"1769","19.147462","10.18.110.71","10.18.110.249","HTTP/XML","604","HTTP/1.1 200 OK "
"1770","19.147462","10.18.110.167","10.18.110.249","HTTP/XML","1248","HTTP/1.1 200 OK "
"1771","19.147462","10.18.110.71","10.18.110.249","TCP","604","[TCP Retransmission] 9197  >  57786 [FIN, PSH, ACK] Seq=2921 Ack=189 Win=30336 Len=550"
"1772","19.147462","10.18.110.218","10.18.110.249","TCP","54","49152  >  57785 [ACK] Seq=1254 Ack=184 Win=6912 Len=0"
"1773","19.147462","10.18.110.71","10.18.110.249","TCP","267","[TCP Retransmission] 7678  >  57787 [FIN, PSH, ACK] Seq=1461 Ack=195 Win=30336 Len=213"
"1774","19.147462","10.18.110.162","10.18.110.249","TCP","278","2869  >  57781 [PSH, ACK] Seq=6012 Ack=496 Win=65280 Len=224 [TCP segment of a reassembled PDU]"
"1775","19.147462","10.18.110.162","10.18.110.249","TCP","1514","2869  >  57781 [ACK] Seq=6236 Ack=496 Win=65280 Len=1460 [TCP segment of a reassembled PDU]"
"1776","19.147462","10.18.110.162","10.18.110.249","TCP","1514","2869  >  57781 [ACK] Seq=7696 Ack=496 Win=65280 Len=1460 [TCP segment of a reassembled PDU]"
"1777","19.147462","10.18.110.162","10.18.110.249","TCP","1514","2869  >  57781 [ACK] Seq=9156 Ack=496 Win=65280 Len=1460 [TCP segment of a reassembled PDU]"
"1778","19.147462","10.18.110.162","10.18.110.249","HTTP/XML","1480","HTTP/1.1 200 OK "
"1779","19.147462","10.18.110.167","10.18.110.249","TCP","54","52323  >  57783 [ACK] Seq=1 Ack=186 Win=66624 Len=0"
"1780","19.147617","10.18.110.249","10.18.110.71","TCP","66","57786  >  9197 [ACK] Seq=189 Ack=3472 Win=131328 Len=0 SLE=2921 SRE=3471"
"1781","19.147717","10.18.110.249","10.18.110.71","TCP","66","57787  >  7678 [ACK] Seq=195 Ack=1675 Win=131328 Len=0 SLE=1461 SRE=1674"
"1782","19.147795","10.18.110.249","10.18.110.162","TCP","54","57781  >  2869 [ACK] Seq=496 Ack=12043 Win=131328 Len=0"
"1783","19.150096","10.18.110.167","10.18.110.249","TCP","352","52323  >  57783 [PSH, ACK] Seq=1 Ack=186 Win=66624 Len=298 [TCP segment of a reassembled PDU]"
"1784","19.150096","10.18.110.167","10.18.110.249","TCP","1514","52323  >  57783 [ACK] Seq=299 Ack=186 Win=66624 Len=1460 [TCP segment of a reassembled PDU]"
"1785","19.150096","10.18.110.167","10.18.110.249","TCP","1514","52323  >  57783 [ACK] Seq=1759 Ack=186 Win=66624 Len=1460 [TCP segment of a reassembled PDU]"
"1786","19.150096","10.18.110.167","10.18.110.249","HTTP/XML","800","HTTP/1.1 200 OK "
"1787","19.150096","10.18.110.167","10.18.110.249","TCP","54","51102  >  57784 [ACK] Seq=1 Ack=192 Win=66624 Len=0"
"1788","19.150096","fe80::be32:5fff:feac:917e","fe80::2edb:5ef6:715a:2d16","UDP","1421","3702  >  57941 Len=1359"
"1789","19.150219","10.18.110.249","10.18.110.167","TCP","54","57783  >  52323 [ACK] Seq=186 Ack=3966 Win=131328 Len=0"
"1790","19.150644","10.18.110.249","10.18.110.167","TCP","54","57783  >  52323 [FIN, ACK] Seq=186 Ack=3966 Win=131328 Len=0"
"1791","19.154296","10.18.110.167","10.18.110.249","TCP","309","51102  >  57784 [PSH, ACK] Seq=1 Ack=192 Win=66624 Len=255 [TCP segment of a reassembled PDU]"
"1792","19.154296","10.18.110.167","10.18.110.249","TCP","1514","51102  >  57784 [ACK] Seq=256 Ack=192 Win=66624 Len=1460 [TCP segment of a reassembled PDU]"
"1793","19.154296","10.18.110.167","10.18.110.249","TCP","1514","51102  >  57784 [ACK] Seq=1716 Ack=192 Win=66624 Len=1460 [TCP segment of a reassembled PDU]"
"1794","19.154296","10.18.110.167","10.18.110.249","TCP","1514","51102  >  57784 [ACK] Seq=3176 Ack=192 Win=66624 Len=1460 [TCP segment of a reassembled PDU]"
"1795","19.154296","10.18.110.167","10.18.110.249","HTTP/XML","1463","HTTP/1.1 200 OK "
"1796","19.154296","fe80::be32:5fff:febe:4d18","fe80::2edb:5ef6:715a:2d16","UDP","1421","3702  >  57941 Len=1359"
"1797","19.154362","10.18.110.249","10.18.110.71","TCP","54","57787  >  7678 [FIN, ACK] Seq=195 Ack=1675 Win=131328 Len=0"
"1798","19.154405","10.18.110.249","10.18.110.167","TCP","54","57784  >  51102 [ACK] Seq=192 Ack=6046 Win=131328 Len=0"
"1799","19.154616","10.18.110.249","10.18.110.167","TCP","54","57784  >  51102 [FIN, ACK] Seq=192 Ack=6046 Win=131328 Len=0"
"1800","19.155324","10.18.110.249","10.18.110.71","TCP","54","57786  >  9197 [FIN, ACK] Seq=189 Ack=3472 Win=131328 Len=0"
"1801","19.156330","10.18.110.249","10.18.110.162","TCP","54","57781  >  2869 [FIN, ACK] Seq=496 Ack=12043 Win=131328 Len=0"
"1802","19.163420","10.18.110.105","10.18.110.249","UDP","1412","3702  >  57940 Len=1370"
"1803","19.163420","10.18.110.71","10.18.110.249","TCP","54","7678  >  57787 [ACK] Seq=1675 Ack=196 Win=30336 Len=0"
"1804","19.163420","fe80::be32:5fff:feac:8ae8","fe80::2edb:5ef6:715a:2d16","UDP","1421","3702  >  57941 Len=1359"
"1805","19.163420","10.18.110.167","10.18.110.249","TCP","54","52323  >  57783 [ACK] Seq=3966 Ack=187 Win=66624 Len=0"
"1806","19.163420","10.18.110.167","10.18.110.249","TCP","54","51102  >  57784 [ACK] Seq=6046 Ack=193 Win=66624 Len=0"
"1807","19.164139","10.18.110.162","10.18.110.249","TCP","54","2869  >  57781 [ACK] Seq=12043 Ack=497 Win=65280 Len=0"
"1808","19.164662","10.18.110.249","10.18.110.167","HTTP","260","GET /ssdp/device-desc.xml HTTP/1.1 "
"1809","19.170600","10.18.110.71","10.18.110.249","TCP","54","9197  >  57786 [ACK] Seq=3472 Ack=190 Win=30336 Len=0"
"1810","19.182348","10.18.110.249","10.18.110.167","TCP","66","57788  >  51102 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"1811","19.182813","Tp-LinkT_bb:92:5e","Broadcast","ARP","60","Who has 10.18.110.176? Tell 10.18.110.218"
"1812","19.182813","10.18.110.122","239.255.255.250","SSDP","217","M-SEARCH * HTTP/1.1 "
"1813","19.182813","Tp-LinkT_bb:90:bc","Broadcast","ARP","60","Who has 10.18.110.176? Tell 10.18.110.70"
"1814","19.182813","Routerbo_10:8f:3c","Broadcast","ARP","60","Who has 10.18.110.96? Tell 10.18.110.254"
"1815","19.182813","10.18.110.107","10.18.110.249","UDP","1412","3702  >  57940 Len=1370"
"1816","19.182813","10.18.110.167","10.18.110.249","HTTP/XML","1248","HTTP/1.1 200 OK "
"1817","19.183091","10.18.110.249","10.18.110.167","TCP","66","57789  >  52323 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"1818","19.183669","10.18.110.249","10.18.110.167","TCP","54","57780  >  8008 [FIN, ACK] Seq=394 Ack=2389 Win=131328 Len=0"
"1819","19.184381","10.18.110.249","10.18.110.71","TCP","66","57790  >  9197 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"1820","19.195112","10.18.110.106","10.18.110.249","UDP","1412","3702  >  57940 Len=1370"
"1821","19.195112","10.18.110.167","10.18.110.249","TCP","66","51102  >  57788 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1460 SACK_PERM WS=64"
"1822","19.195112","10.18.110.167","10.18.110.249","TCP","66","52323  >  57789 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1460 SACK_PERM WS=64"
"1823","19.195351","10.18.110.249","10.18.110.167","TCP","54","57788  >  51102 [ACK] Seq=1 Ack=1 Win=131328 Len=0"
"1824","19.195469","10.18.110.249","10.18.110.167","TCP","54","57789  >  52323 [ACK] Seq=1 Ack=1 Win=131328 Len=0"
"1825","19.195866","10.18.110.71","10.18.110.249","TCP","66","9197  >  57790 [SYN, ACK] Seq=0 Ack=1 Win=29200 Len=0 MSS=1460 SACK_PERM WS=128"
"1826","19.195866","10.18.110.167","10.18.110.249","TCP","54","8008  >  57780 [FIN, ACK] Seq=2389 Ack=395 Win=67712 Len=0"
"1827","19.196015","10.18.110.249","10.18.110.167","TCP","54","57780  >  8008 [ACK] Seq=395 Ack=2390 Win=131328 Len=0"
"1828","19.196143","10.18.110.249","10.18.110.71","TCP","54","57790  >  9197 [ACK] Seq=1 Ack=1 Win=131328 Len=0"
"1829","19.196288","10.18.110.249","10.18.110.167","HTTP","264","GET /sony/webapi/ssdp/dd.xml HTTP/1.1 "
"1830","19.196803","10.18.110.249","10.18.110.167","HTTP","258","GET /MediaRenderer.xml HTTP/1.1 "
"1831","19.196966","10.18.110.249","10.18.110.71","HTTP","186","GET /icon_SML.jpg HTTP/1.1 "
"1832","19.210971","10.18.110.71","10.18.110.249","TCP","54","9197  >  57790 [ACK] Seq=1 Ack=133 Win=30336 Len=0"
"1833","19.220686","10.18.110.71","10.18.110.249","TCP","1514","9197  >  57790 [ACK] Seq=1 Ack=133 Win=30336 Len=1460 [TCP segment of a reassembled PDU]"
"1834","19.220686","10.18.110.71","10.18.110.249","HTTP","364","HTTP/1.1 200 OK  (JPEG JFIF image)"
"1835","19.220944","10.18.110.249","10.18.110.71","TCP","54","57790  >  9197 [ACK] Seq=133 Ack=1772 Win=131328 Len=0"
"1836","19.228448","10.18.110.249","10.18.110.162","TCP","66","57791  >  2869 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"1837","19.230215","10.18.110.249","10.18.110.71","TCP","54","57790  >  9197 [FIN, ACK] Seq=133 Ack=1772 Win=131328 Len=0"
"1838","19.230477","10.18.110.167","10.18.110.249","TCP","54","51102  >  57788 [ACK] Seq=1 Ack=211 Win=66624 Len=0"
"1839","19.230477","10.18.110.167","10.18.110.249","TCP","54","52323  >  57789 [ACK] Seq=1 Ack=205 Win=66624 Len=0"
"1840","19.233894","10.18.110.167","10.18.110.249","TCP","352","52323  >  57789 [PSH, ACK] Seq=1 Ack=205 Win=66624 Len=298 [TCP segment of a reassembled PDU]"
"1841","19.233894","10.18.110.167","10.18.110.249","TCP","309","51102  >  57788 [PSH, ACK] Seq=1 Ack=211 Win=66624 Len=255 [TCP segment of a reassembled PDU]"
"1842","19.233894","10.18.110.167","10.18.110.249","TCP","1514","52323  >  57789 [ACK] Seq=299 Ack=205 Win=66624 Len=1460 [TCP segment of a reassembled PDU]"
"1843","19.233894","10.18.110.167","10.18.110.249","TCP","1514","52323  >  57789 [ACK] Seq=1759 Ack=205 Win=66624 Len=1460 [TCP segment of a reassembled PDU]"
"1844","19.233894","10.18.110.167","10.18.110.249","TCP","1514","51102  >  57788 [ACK] Seq=256 Ack=211 Win=66624 Len=1460 [TCP segment of a reassembled PDU]"
"1845","19.233894","10.18.110.167","10.18.110.249","TCP","1514","51102  >  57788 [ACK] Seq=1716 Ack=211 Win=66624 Len=1460 [TCP segment of a reassembled PDU]"
"1846","19.233894","10.18.110.167","10.18.110.249","TCP","1514","51102  >  57788 [ACK] Seq=3176 Ack=211 Win=66624 Len=1460 [TCP segment of a reassembled PDU]"
"1847","19.233894","10.18.110.167","10.18.110.249","HTTP/XML","1463","HTTP/1.1 200 OK "
"1848","19.233894","10.18.110.167","10.18.110.249","HTTP/XML","800","HTTP/1.1 200 OK "
"1849","19.234037","10.18.110.249","10.18.110.167","TCP","54","57789  >  52323 [ACK] Seq=205 Ack=3966 Win=131328 Len=0"
"1850","19.234112","10.18.110.249","10.18.110.167","TCP","54","57788  >  51102 [ACK] Seq=211 Ack=6046 Win=131328 Len=0"
"1851","19.234646","10.18.110.249","10.18.110.167","TCP","54","57789  >  52323 [FIN, ACK] Seq=205 Ack=3966 Win=131328 Len=0"
"1852","19.234785","10.18.110.249","10.18.110.71","TCP","66","57792  >  9197 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"1853","19.235112","10.18.110.249","10.18.110.167","TCP","54","57788  >  51102 [FIN, ACK] Seq=211 Ack=6046 Win=131328 Len=0"
"1854","19.247170","10.18.110.162","10.18.110.249","TCP","66","2869  >  57791 [SYN, ACK] Seq=0 Ack=1 Win=8192 Len=0 MSS=1460 WS=256 SACK_PERM"
"1855","19.247170","10.18.110.71","10.18.110.249","TCP","54","9197  >  57790 [ACK] Seq=1772 Ack=134 Win=30336 Len=0"
"1856","19.247382","10.18.110.249","10.18.110.162","TCP","54","57791  >  2869 [ACK] Seq=1 Ack=1 Win=131328 Len=0"
"1857","19.248208","10.18.110.71","10.18.110.249","TCP","66","9197  >  57792 [SYN, ACK] Seq=0 Ack=1 Win=29200 Len=0 MSS=1460 SACK_PERM WS=128"
"1858","19.248310","10.18.110.249","10.18.110.71","TCP","54","57792  >  9197 [ACK] Seq=1 Ack=1 Win=131328 Len=0"
"1859","19.248634","10.18.110.249","10.18.110.71","HTTP","186","GET /icon_LRG.jpg HTTP/1.1 "
"1860","19.249623","10.18.110.249","10.18.110.162","HTTP","369","GET /upnphost/udhisapi.dll?content=uuid:40bfbc7a-6dcc-42c4-b701-96263a38ec8a HTTP/1.1 "
"1861","19.257089","10.18.110.71","10.18.110.249","TCP","54","9197  >  57792 [ACK] Seq=1 Ack=133 Win=30336 Len=0"
"1862","19.258832","10.18.110.71","10.18.110.249","TCP","1514","9197  >  57792 [ACK] Seq=1 Ack=133 Win=30336 Len=1460 [TCP segment of a reassembled PDU]"
"1863","19.258832","10.18.110.71","10.18.110.249","TCP","1514","9197  >  57792 [ACK] Seq=1461 Ack=133 Win=30336 Len=1460 [TCP segment of a reassembled PDU]"
"1864","19.258832","10.18.110.71","10.18.110.249","HTTP","755","HTTP/1.1 200 OK  (JPEG JFIF image)"
"1865","19.258933","10.18.110.249","10.18.110.71","TCP","54","57792  >  9197 [ACK] Seq=133 Ack=3623 Win=131328 Len=0"
"1866","19.259239","10.18.110.249","10.18.110.71","TCP","54","57792  >  9197 [FIN, ACK] Seq=133 Ack=3623 Win=131328 Len=0"
"1867","19.260650","10.18.110.167","10.18.110.249","TCP","54","52323  >  57789 [ACK] Seq=3966 Ack=206 Win=66624 Len=0"
"1868","19.260650","10.18.110.167","10.18.110.249","TCP","54","51102  >  57788 [ACK] Seq=6046 Ack=212 Win=66624 Len=0"
"1869","19.260650","10.18.110.162","10.18.110.249","TCP","278","2869  >  57791 [PSH, ACK] Seq=1 Ack=316 Win=65536 Len=224 [TCP segment of a reassembled PDU]"
"1870","19.262250","10.18.110.162","10.18.110.249","TCP","1514","2869  >  57791 [ACK] Seq=225 Ack=316 Win=65536 Len=1460 [TCP segment of a reassembled PDU]"
"1871","19.262250","10.18.110.162","10.18.110.249","HTTP/XML","1168","HTTP/1.1 200 OK "
"1872","19.262363","10.18.110.249","10.18.110.162","TCP","54","57791  >  2869 [ACK] Seq=316 Ack=2800 Win=131328 Len=0"
"1873","19.262731","10.18.110.249","10.18.110.162","TCP","54","57791  >  2869 [FIN, ACK] Seq=316 Ack=2800 Win=131328 Len=0"
"1874","19.263645","10.18.110.249","239.255.255.250","UDP","666","57940  >  3702 Len=624"
"1875","19.267184","10.18.110.249","10.18.110.71","TCP","66","57793  >  9197 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"1876","19.274143","10.18.110.162","10.18.110.249","TCP","54","2869  >  57791 [ACK] Seq=2800 Ack=317 Win=65536 Len=0"
"1877","19.274143","10.18.110.71","10.18.110.249","TCP","54","9197  >  57792 [ACK] Seq=3623 Ack=134 Win=30336 Len=0"
"1878","19.274143","10.18.110.71","10.18.110.249","TCP","66","9197  >  57793 [SYN, ACK] Seq=0 Ack=1 Win=29200 Len=0 MSS=1460 SACK_PERM WS=128"
"1879","19.274312","10.18.110.249","10.18.110.71","TCP","54","57793  >  9197 [ACK] Seq=1 Ack=1 Win=131328 Len=0"
"1880","19.274462","10.18.110.249","10.18.110.71","HTTP","186","GET /icon_SML.png HTTP/1.1 "
"1881","19.279248","10.18.110.249","10.18.110.167","TCP","66","57794  >  52323 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"1882","19.279718","10.18.110.161","10.18.110.255","NBNS","92","Name query NB ISATAP<00>"
"1883","19.279718","Routerbo_10:8f:3c","Broadcast","ARP","60","Who has 10.18.110.104? Tell 10.18.110.254"
"1884","19.279718","Routerbo_10:8f:3c","Broadcast","ARP","60","Who has 10.18.110.99? Tell 10.18.110.254"
"1885","19.281768","10.18.110.62","224.0.0.251","MDNS","81","Standard query 0x0000 A BRW90324B4542B0.local, ""QM"" question"
"1886","19.282283","fe80::d308:48f6:602a:c1ee","ff02::fb","MDNS","101","Standard query 0x0000 A BRW90324B4542B0.local, ""QM"" question"
"1887","19.282283","10.18.110.62","224.0.0.252","LLMNR","75","Standard query 0xe520 A BRW90324B4542B0"
"1888","19.282283","fe80::d308:48f6:602a:c1ee","ff02::1:3","LLMNR","95","Standard query 0xe520 A BRW90324B4542B0"
"1889","19.282283","Ubiquiti_95:30:45","Broadcast","ARP","60","Who has 10.18.110.254? Tell 10.18.110.6"
"1890","19.283604","10.18.110.105","10.18.110.249","UDP","1412","3702  >  57940 Len=1370"
"1891","19.283604","10.18.110.107","10.18.110.249","UDP","1412","3702  >  57940 Len=1370"
"1892","19.283604","10.18.110.71","10.18.110.249","TCP","54","9197  >  57793 [ACK] Seq=1 Ack=133 Win=30336 Len=0"
"1893","19.289868","10.18.110.249","10.18.110.162","TCP","66","57795  >  2869 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"1894","19.291057","10.18.110.71","10.18.110.249","HTTP","450","HTTP/1.1 200 OK  (PNG)"
"1895","19.291057","10.18.110.71","10.18.110.249","TCP","54","9197  >  57793 [FIN, ACK] Seq=397 Ack=133 Win=30336 Len=0"
"1896","19.291057","10.18.110.106","10.18.110.249","UDP","1412","3702  >  57940 Len=1370"
"1897","19.291134","10.18.110.249","10.18.110.71","TCP","54","57793  >  9197 [ACK] Seq=133 Ack=398 Win=130816 Len=0"
"1898","19.291161","10.18.110.249","10.18.110.71","TCP","54","57793  >  9197 [FIN, ACK] Seq=133 Ack=398 Win=130816 Len=0"
"1899","19.298063","10.18.110.249","10.18.110.71","TCP","66","57796  >  9197 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"1900","19.298844","10.18.110.162","10.18.110.249","TCP","66","2869  >  57795 [SYN, ACK] Seq=0 Ack=1 Win=8192 Len=0 MSS=1460 WS=256 SACK_PERM"
"1901","19.298967","10.18.110.249","10.18.110.162","TCP","54","57795  >  2869 [ACK] Seq=1 Ack=1 Win=131328 Len=0"
"1902","19.299214","10.18.110.249","10.18.110.162","TCP","537","57795  >  2869 [PSH, ACK] Seq=1 Ack=1 Win=131328 Len=483 [TCP segment of a reassembled PDU]"
"1903","19.299285","10.18.110.249","10.18.110.162","HTTP/XML","457","POST /upnphost/udhisapi.dll?control=uuid:d1cfab1e-24b4-480f-997a-9d6c332bb31c+urn:microsoft.com:serviceId:X_MS_MediaReceiverRegistrar HTTP/1.1 "
"1904","19.299356","10.18.110.71","10.18.110.249","TCP","54","[TCP Retransmission] 9197  >  57793 [FIN, ACK] Seq=397 Ack=133 Win=30336 Len=0"
"1905","19.299385","10.18.110.249","10.18.110.71","TCP","54","[TCP Dup ACK 1897#1] 57793  >  9197 [ACK] Seq=134 Ack=398 Win=130816 Len=0"
"1906","19.302875","10.18.110.162","10.18.110.249","TCP","54","2869  >  57795 [ACK] Seq=1 Ack=887 Win=65536 Len=0"
"1907","19.304665","10.18.110.71","10.18.110.249","TCP","54","9197  >  57793 [ACK] Seq=398 Ack=134 Win=30336 Len=0"
"1908","19.309299","10.18.110.71","10.18.110.249","TCP","66","9197  >  57796 [SYN, ACK] Seq=0 Ack=1 Win=29200 Len=0 MSS=1460 SACK_PERM WS=128"
"1909","19.309416","10.18.110.249","10.18.110.71","TCP","54","57796  >  9197 [ACK] Seq=1 Ack=1 Win=131328 Len=0"
"1910","19.309635","10.18.110.249","10.18.110.71","HTTP","186","GET /icon_LRG.png HTTP/1.1 "
"1911","19.309717","10.18.110.167","10.18.110.249","TCP","66","52323  >  57794 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1460 SACK_PERM WS=64"
"1912","19.309787","10.18.110.249","10.18.110.167","TCP","54","57794  >  52323 [ACK] Seq=1 Ack=1 Win=131328 Len=0"
"1913","19.309933","10.18.110.249","10.18.110.167","HTTP","324","GET /ConnectionManagerSCPD.xml HTTP/1.1 "
"1914","19.311053","fe80::2edb:5ef6:715a:2d16","ff02::c","UDP","686","57941  >  3702 Len=624"
"1915","19.314733","10.18.110.162","10.18.110.249","TCP","277","2869  >  57795 [PSH, ACK] Seq=1 Ack=887 Win=65536 Len=223 [TCP segment of a reassembled PDU]"
"1916","19.314733","10.18.110.162","10.18.110.249","HTTP/XML","467","HTTP/1.1 200 OK "
"1917","19.314822","10.18.110.249","10.18.110.162","TCP","54","57795  >  2869 [ACK] Seq=887 Ack=638 Win=130560 Len=0"
"1918","19.314985","10.18.110.249","10.18.110.162","TCP","54","57795  >  2869 [FIN, ACK] Seq=887 Ack=638 Win=130560 Len=0"
"1919","19.315583","10.18.110.71","10.18.110.249","TCP","54","9197  >  57796 [ACK] Seq=1 Ack=133 Win=30336 Len=0"
"1920","19.316487","10.18.110.162","10.18.110.249","TCP","54","2869  >  57795 [ACK] Seq=638 Ack=888 Win=65536 Len=0"
"1921","19.316487","10.18.110.71","10.18.110.249","TCP","54","[TCP Previous segment not captured] 9197  >  57796 [FIN, ACK] Seq=644 Ack=133 Win=30336 Len=0"
"1922","19.316564","10.18.110.249","10.18.110.71","TCP","54","[TCP Dup ACK 1909#1] 57796  >  9197 [ACK] Seq=133 Ack=1 Win=131328 Len=0"
"1923","19.317696","10.18.110.249","10.18.110.162","TCP","66","57797  >  2869 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"1924","19.322827","10.18.110.71","10.18.110.249","TCP","697","[TCP Out-Of-Order] 9197  >  57796 [PSH, ACK] Seq=1 Ack=133 Win=30336 Len=643"
"1925","19.322827","10.18.110.254","10.18.110.249","UDP","1249","40824  >  57940 Len=1207"
"1926","19.322827","10.18.110.162","10.18.110.249","TCP","66","2869  >  57797 [SYN, ACK] Seq=0 Ack=1 Win=8192 Len=0 MSS=1460 WS=256 SACK_PERM"
"1927","19.323010","10.18.110.249","10.18.110.71","TCP","54","57796  >  9197 [FIN, ACK] Seq=133 Ack=645 Win=130560 Len=0"
"1928","19.323024","10.18.110.249","10.18.110.162","TCP","54","57797  >  2869 [ACK] Seq=1 Ack=1 Win=131328 Len=0"
"1929","19.323295","10.18.110.249","10.18.110.162","HTTP","311","GET /upnphost/udhisapi.dll?content=uuid:853e7dbc-f735-44b6-ad31-56afd78f5e56 HTTP/1.1 "
"1930","19.326060","10.18.110.249","10.18.110.255","NBNS","92","Name query NB NAS-UP3-PLG<00>"
"1931","19.327576","10.18.110.249","224.0.0.251","MDNS","77","Standard query 0x0000 A NAS-UP3-PLG.local, ""QM"" question"
"1932","19.329017","fe80::2edb:5ef6:715a:2d16","ff02::fb","MDNS","97","Standard query 0x0000 A NAS-UP3-PLG.local, ""QM"" question"
"1933","19.330663","10.18.110.249","224.0.0.251","MDNS","77","Standard query 0x0000 AAAA NAS-UP3-PLG.local, ""QM"" question"
"1934","19.331674","fe80::2edb:5ef6:715a:2d16","ff02::fb","MDNS","97","Standard query 0x0000 AAAA NAS-UP3-PLG.local, ""QM"" question"
"1935","19.331748","10.18.110.249","10.18.110.71","TCP","66","57798  >  9197 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"1936","19.331841","10.18.110.162","10.18.110.249","TCP","278","2869  >  57797 [PSH, ACK] Seq=1 Ack=258 Win=65536 Len=224 [TCP segment of a reassembled PDU]"
"1937","19.331841","10.18.110.162","10.18.110.249","TCP","1514","2869  >  57797 [ACK] Seq=225 Ack=258 Win=65536 Len=1460 [TCP segment of a reassembled PDU]"
"1938","19.331916","10.18.110.249","10.18.110.162","TCP","54","57797  >  2869 [ACK] Seq=258 Ack=1685 Win=131328 Len=0"
"1939","19.332861","fe80::2edb:5ef6:715a:2d16","ff02::1:3","LLMNR","91","Standard query 0x351f A NAS-UP3-PLG"
"1940","19.333157","10.18.110.249","224.0.0.252","LLMNR","71","Standard query 0x351f A NAS-UP3-PLG"
"1941","19.333663","fe80::2edb:5ef6:715a:2d16","ff02::1:3","LLMNR","91","Standard query 0xba17 AAAA NAS-UP3-PLG"
"1942","19.333984","10.18.110.249","224.0.0.252","LLMNR","71","Standard query 0xba17 AAAA NAS-UP3-PLG"
"1943","19.334300","10.18.110.71","10.18.110.249","TCP","54","9197  >  57796 [ACK] Seq=645 Ack=134 Win=30336 Len=0"
"1944","19.335561","10.18.110.254","10.18.110.249","NBNS","104","Name query response NB 10.18.110.20"
"1945","19.335705","10.18.110.249","224.0.0.251","MDNS","77","Standard query 0x0000 A NAS-UP3-PLG.local, ""QM"" question"
"1946","19.336885","fe80::2edb:5ef6:715a:2d16","ff02::fb","MDNS","97","Standard query 0x0000 A NAS-UP3-PLG.local, ""QM"" question"
"1947","19.340675","10.18.110.254","10.18.110.249","NBNS","104","Name query response NB 10.18.110.20"
"1948","19.340675","10.18.110.167","10.18.110.249","TCP","54","52323  >  57794 [ACK] Seq=1 Ack=271 Win=66624 Len=0"
"1949","19.341200","10.18.110.249","224.0.0.251","MDNS","77","Standard query 0x0000 AAAA NAS-UP3-PLG.local, ""QM"" question"
"1950","19.343267","fe80::2edb:5ef6:715a:2d16","ff02::fb","MDNS","97","Standard query 0x0000 AAAA NAS-UP3-PLG.local, ""QM"" question"
"1951","19.343957","fe80::be32:5fff:feac:8ae8","fe80::2edb:5ef6:715a:2d16","UDP","1421","3702  >  57941 Len=1359"
"1952","19.343957","10.18.110.167","10.18.110.249","TCP","398","52323  >  57794 [PSH, ACK] Seq=1 Ack=271 Win=66624 Len=344 [TCP segment of a reassembled PDU]"
"1953","19.343957","10.18.110.167","10.18.110.249","TCP","1514","52323  >  57794 [ACK] Seq=345 Ack=271 Win=66624 Len=1460 [TCP segment of a reassembled PDU]"
"1954","19.343957","10.18.110.167","10.18.110.249","TCP","1514","52323  >  57794 [ACK] Seq=1805 Ack=271 Win=66624 Len=1460 [TCP segment of a reassembled PDU]"
"1955","19.343957","10.18.110.167","10.18.110.249","TCP","1514","52323  >  57794 [ACK] Seq=3265 Ack=271 Win=66624 Len=1460 [TCP segment of a reassembled PDU]"
"1956","19.343957","10.18.110.167","10.18.110.249","HTTP/XML","1452","HTTP/1.1 200 OK "
"1957","19.343957","fe80::be32:5fff:febe:4d18","fe80::2edb:5ef6:715a:2d16","UDP","1421","3702  >  57941 Len=1359"
